"CRN","ARRIVAL_TM","AUTOMOBILE_COUNT","BELTED_DEATH_COUNT","BELTED_SUSP_SERIOUS_INJ_COUNT","BICYCLE_COUNT","BICYCLE_DEATH_COUNT","BICYCLE_SUSP_SERIOUS_INJ_COUNT","BUS_COUNT","CHLDPAS_DEATH_COUNT","CHLDPAS_SUSP_SERIOUS_INJ_COUNT","COLLISION_TYPE","COMM_VEH_COUNT","CONS_ZONE_SPD_LIM","COUNTY","CRASH_MONTH","CRASH_YEAR","DAY_OF_WEEK","DEC_LATITUDE","DEC_LONGITUDE","DISPATCH_TM","DISTRICT","DRIVER_COUNT_16YR","DRIVER_COUNT_17YR","DRIVER_COUNT_18YR","DRIVER_COUNT_19YR","DRIVER_COUNT_20YR","DRIVER_COUNT_50_64YR","DRIVER_COUNT_65_74YR","DRIVER_COUNT_75PLUS","EST_HRS_CLOSED","FATAL_COUNT","HEAVY_TRUCK_COUNT","HORSE_BUGGY_COUNT","HOUR_OF_DAY","ILLUMINATION","INJURY_COUNT","INTERSECTION_RELATED","INTERSECT_TYPE","LANE_CLOSED","LATITUDE","LN_CLOSE_DIR","LOCATION_TYPE","LONGITUDE","MAX_SEVERITY_LEVEL","MCYCLE_DEATH_COUNT","MCYCLE_SUSP_SERIOUS_INJ_COUNT","MOTORCYCLE_COUNT","MUNICIPALITY","NONMOTR_COUNT","NONMOTR_DEATH_COUNT","NONMOTR_SUSP_SERIOUS_INJ_COUNT","NTFY_HIWY_MAINT","PED_COUNT","PED_DEATH_COUNT","PED_SUSP_SERIOUS_INJ_COUNT","PERSON_COUNT","POLICE_AGCY","POSSIBLE_INJ_COUNT","RDWY_SURF_TYPE_CD","RELATION_TO_ROAD","ROADWAY_CLEARED","ROAD_CONDITION","SCH_BUS_IND","SCH_ZONE_IND","SECONDARY_CRASH","SMALL_TRUCK_COUNT","SPEC_JURIS_CD","SUSP_MINOR_INJ_COUNT","SUSP_SERIOUS_INJ_COUNT","SUV_COUNT","TCD_FUNC_CD","TCD_TYPE","TFC_DETOUR_IND","TIME_OF_DAY","TOTAL_UNITS","TOT_INJ_COUNT","UNBELTED_OCC_COUNT","UNB_DEATH_COUNT","UNB_SUSP_SERIOUS_INJ_COUNT","UNK_INJ_DEG_COUNT","UNK_INJ_PER_COUNT","URBAN_RURAL","VAN_COUNT","VEHICLE_COUNT","WEATHER1","WEATHER2","WORKERS_PRES","WORK_ZONE_IND","WORK_ZONE_LOC","WORK_ZONE_TYPE","WZ_CLOSE_DETOUR","WZ_FLAGGER","WZ_LAW_OFFCR_IND","WZ_LN_CLOSURE","WZ_MOVING","WZ_OTHER","WZ_SHLDER_MDN","WZ_WORKERS_INJ_KILLED"
"2021003557","0349","1","0","0","0","0","0","0","0","0","5","0","","67","12","2020","1","39.96039","-75.181126","0343","6","0","0","1","0","0","0","0","0","","0","0","0","","","0","N","0","","39 57:37.404","4","0","75 10:52.053","0","0","0","0","67301","0","0","0","N","0","0","0","1","68K01","0","","4.0","415.0","1","N","N","N","0","","0","0","0","","0","Y","","1","0","0","0","0","0","0","2","0","1","","03","","N","","","","","","","","","",""
"2021016708","1430","1","0","0","0","0","0","0","0","0","4","0","","67","10","2020","2","40.054847","-75.168958","","6","0","0","0","0","0","1","0","0","","0","0","0","","","1","","1","","40 03:17.448","","0","75 10:08.247","8","0","0","0","67301","0","0","0","N","0","0","0","2","00000","0","","1.0","","1","","","N","0","","0","0","1","","2","","","2","1","0","0","0","1","0","2","0","2","","","","N","","","","","","","","","",""
"2020097133","1005","0","0","0","0","0","0","0","0","0","7","0","","67","11","2020","5","40.066626","-75.19638","1003","6","0","0","0","0","0","0","0","0","","0","0","0","","","1","","2","","40 03:59.852","","0","75 11:46.967","3","0","0","0","67301","0","0","0","N","0","0","0","1","67301","0","","5.0","","9","N","N","N","0","","1","0","1","","0","","","1","1","0","0","0","0","0","2","0","1","","07","","N","","","","","","","","","",""
"2021001184","0916","1","0","0","0","0","0","0","0","0","7","0","","67","12","2020","6","39.935864","-75.199666","0856","6","0","0","0","0","0","0","0","0","","0","0","0","","","1","N","0","","39 56:09.112","4","0","75 11:58.797","8","0","0","0","67301","0","0","0","N","0","0","0","1","68K01","0","","4.0","30.0","9","N","N","N","0","","0","0","0","","0","Y","","1","1","1","0","0","1","0","2","0","1","","07","","N","","","","","","","","","",""
"2021002255","1030","1","0","0","0","0","0","0","0","0","4","0","","67","12","2020","3","40.005215","-75.092723","1006","6","0","0","0","0","0","0","0","0","","0","0","0","","","2","","2","","40 00:18.774","","0","75 05:33.803","8","0","0","0","67301","0","0","0","N","0","0","0","2","67301","0","","1.0","","1","N","N","N","0","","0","0","1","","3","","","2","2","0","0","0","2","0","2","0","2","","","","N","","","","","","","","","",""
"2021001064","0311","2","0","0","0","0","0","0","0","0","5","0","","67","12","2020","5","39.967247","-75.216781","0310","6","0","0","0","0","0","0","0","0","","0","0","0","","","1","N","0","","39 58:02.090","1","0","75 13:00.410","3","0","0","0","67301","0","0","0","N","0","0","0","1","67301","0","","1.0","310.0","1","N","N","N","0","","1","0","0","","0","N","","2","1","0","0","0","0","0","2","0","2","","03","","N","","","","","","","","","",""
"2020048594","1455","2","0","0","0","0","0","0","0","0","2","0","","67","6","2020","1","40.056215","-75.149475","1450","6","0","0","0","0","0","1","0","0","","0","0","0","","","1","","1","","40 03:22.373","","0","75 08:58.110","8","0","0","0","67301","0","0","0","N","0","0","0","1","67301","0","","2.0","","1","N","N","N","0","","0","0","0","","2","","","2","1","0","0","0","1","0","2","0","2","","03","","N","","","","","","","","","",""
"2021003954","0401","1","0","0","0","0","0","0","0","0","7","0","","67","12","2020","7","40.04389","-75.002889","0401","6","0","0","0","0","0","0","0","0","","0","0","0","","","0","N","0","","40 02:38.005","","0","75 00:10.400","0","0","0","0","67301","0","0","0","N","0","0","0","2","68K01","0","","4.0","","2","N","N","N","0","","0","0","0","","0","","","1","0","0","0","0","0","0","2","0","1","","","","N","","","","","","","","","",""
"2021018883","1700","1","0","0","0","0","0","0","0","0","1","0","","67","12","2020","7","39.928889","-75.229639","","6","0","0","0","0","0","0","0","0","","0","0","0","","","1","Y","0","","39 55:44.000","","0","75 13:46.700","8","0","0","0","67301","0","0","0","N","0","0","0","2","00000","0","","1.0","","1","","","N","0","","0","0","0","","2","","","2","1","0","0","0","1","0","2","0","2","","","","N","","","","","","","","","",""
"2021001192","1939","1","0","0","0","0","0","0","0","0","7","0","","67","12","2020","6","39.956747","-75.142441","1922","6","0","0","1","0","0","0","0","0","","0","0","0","","","0","N","0","","39 57:24.289","4","2","75 08:32.789","0","0","0","0","67301","0","0","0","N","0","0","0","1","68K01","0","","4.0","45.0","1","N","N","N","0","","0","0","0","","0","N","","1","0","0","0","0","0","0","2","0","1","","","","N","","","","","","","","","",""
"2021006492","2009","2","0","0","0","0","0","0","0","0","4","0","","67","11","2020","5","40.012605","-75.140755","2007","6","0","0","0","0","0","0","0","0","","0","0","0","","","1","","1","","40 00:45.378","","0","75 08:26.717","4","0","0","0","67301","0","0","0","N","0","0","0","4","67301","1","","1.0","","9","N","N","N","0","","0","0","2","","3","","","4","1","3","0","0","0","0","2","0","4","","04","","N","","","","","","","","","",""
